Time :0
Waiting clients: { ID: 200; Arrival time: 10; Service time: 5 }

Waiting clients: { ID: 179; Arrival time: 94; Service time: 6 }

Waiting clients: { ID: 409; Arrival time: 94; Service time: 3 }

Waiting clients: { ID: 415; Arrival time: 94; Service time: 8 }

Waiting clients: { ID: 482; Arrival time: 94; Service time: 4 }

Waiting clients: { ID: 564; Arrival time: 94; Service time: 4 }

Waiting clients: { ID: 571; Arrival time: 94; Service time: 8 }

Waiting clients: { ID: 579; Arrival time: 94; Service time: 4 }

Waiting clients: { ID: 621; Arrival time: 94; Service time: 5 }

Waiting clients: { ID: 803; Arrival time: 94; Service time: 8 }

Waiting clients: { ID: 837; Arrival time: 94; Service time: 7 }

Waiting clients: { ID: 947; Arrival time: 94; Service time: 5 }

Waiting clients: { ID: 957; Arrival time: 94; Service time: 7 }

Waiting clients: { ID: 238; Arrival time: 95; Service time: 8 }

Waiting clients: { ID: 279; Arrival time: 95; Service time: 6 }

Waiting clients: { ID: 481; Arrival time: 95; Service time: 6 }

Waiting clients: { ID: 599; Arrival time: 95; Service time: 8 }

Waiting clients: { ID: 750; Arrival time: 95; Service time: 3 }

Waiting clients: { ID: 784; Arrival time: 95; Service time: 7 }

Waiting clients: { ID: 13; Arrival time: 96; Service time: 7 }

Waiting clients: { ID: 95; Arrival time: 96; Service time: 3 }

Waiting clients: { ID: 172; Arrival time: 96; Service time: 8 }

Waiting clients: { ID: 240; Arrival time: 96; Service time: 8 }

Waiting clients: { ID: 377; Arrival time: 96; Service time: 4 }

Waiting clients: { ID: 500; Arrival time: 96; Service time: 5 }

Waiting clients: { ID: 553; Arrival time: 96; Service time: 3 }

Waiting clients: { ID: 713; Arrival time: 96; Service time: 6 }

Waiting clients: { ID: 827; Arrival time: 96; Service time: 6 }

Waiting clients: { ID: 902; Arrival time: 96; Service time: 7 }

Waiting clients: { ID: 961; Arrival time: 96; Service time: 3 }

Waiting clients: { ID: 202; Arrival time: 97; Service time: 8 }

Waiting clients: { ID: 331; Arrival time: 97; Service time: 7 }

Waiting clients: { ID: 429; Arrival time: 97; Service time: 7 }

Waiting clients: { ID: 572; Arrival time: 97; Service time: 6 }

Waiting clients: { ID: 810; Arrival time: 97; Service time: 5 }

Waiting clients: { ID: 917; Arrival time: 97; Service time: 4 }

Waiting clients: { ID: 930; Arrival time: 97; Service time: 3 }

Waiting clients: { ID: 140; Arrival time: 98; Service time: 6 }

Waiting clients: { ID: 154; Arrival time: 98; Service time: 7 }

Waiting clients: { ID: 178; Arrival time: 98; Service time: 3 }

Waiting clients: { ID: 249; Arrival time: 98; Service time: 7 }

Waiting clients: { ID: 394; Arrival time: 98; Service time: 5 }

Waiting clients: { ID: 573; Arrival time: 98; Service time: 8 }

Waiting clients: { ID: 618; Arrival time: 98; Service time: 4 }

Waiting clients: { ID: 632; Arrival time: 98; Service time: 4 }

Waiting clients: { ID: 653; Arrival time: 98; Service time: 6 }

Waiting clients: { ID: 725; Arrival time: 98; Service time: 4 }

Waiting clients: { ID: 729; Arrival time: 98; Service time: 3 }

Waiting clients: { ID: 776; Arrival time: 98; Service time: 8 }

Waiting clients: { ID: 795; Arrival time: 98; Service time: 5 }

Waiting clients: { ID: 866; Arrival time: 98; Service time: 3 }

Waiting clients: { ID: 911; Arrival time: 98; Service time: 4 }

Waiting clients: { ID: 921; Arrival time: 98; Service time: 4 }

Waiting clients: { ID: 32; Arrival time: 99; Service time: 4 }

Waiting clients: { ID: 319; Arrival time: 99; Service time: 5 }

Waiting clients: { ID: 372; Arrival time: 99; Service time: 5 }

Waiting clients: { ID: 584; Arrival time: 99; Service time: 8 }

Waiting clients: { ID: 674; Arrival time: 99; Service time: 3 }

Waiting clients: { ID: 932; Arrival time: 99; Service time: 6 }

Waiting clients: { ID: 944; Arrival time: 99; Service time: 5 }

Waiting clients: { ID: 958; Arrival time: 99; Service time: 8 }

Queue 1: 

Queue 2: 

Queue 3: 

Queue 4: 

Queue 5: 

Queue 6: 

Queue 7: 

Queue 8: 

Queue 9: 

Queue 10: 

Queue 11: 

Queue 12: 

Queue 13: 

Queue 14: 

Queue 15: 

Queue 16: 

Queue 17: 

Queue 18: 

Queue 19: 

Queue 20: 


Time :4
Waiting clients: { ID: 200; Arrival time: 10; Service time: 5 }

Waiting clients: { ID: 281; Arrival time: 10; Service time: 8 }

Waiting clients: { ID: 285; Arrival time: 10; Service time: 5 }

Waiting clients: { ID: 460; Arrival time: 10; Service time: 7 }

Waiting clients: { ID: 663; Arrival time: 10; Service time: 3 }

Waiting clients: { ID: 665; Arrival time: 10; Service time: 5 }

Waiting clients: { ID: 870; Arrival time: 10; Service time: 3 }

Waiting clients: { ID: 912; Arrival time: 10; Service time: 5 }

Waiting clients: { ID: 996; Arrival time: 10; Service time: 8 }

Waiting clients: { ID: 138; Arrival time: 11; Service time: 5 }

Waiting clients: { ID: 267; Arrival time: 11; Service time: 5 }

Waiting clients: { ID: 346; Arrival time: 11; Service time: 8 }

Waiting clients: { ID: 828; Arrival time: 11; Service time: 8 }

Waiting clients: { ID: 914; Arrival time: 11; Service time: 4 }

Waiting clients: { ID: 181; Arrival time: 12; Service time: 3 }

Waiting clients: { ID: 216; Arrival time: 12; Service time: 6 }

Waiting clients: { ID: 353; Arrival time: 12; Service time: 5 }

Waiting clients: { ID: 631; Arrival time: 12; Service time: 8 }

Waiting clients: { ID: 707; Arrival time: 12; Service time: 8 }

Waiting clients: { ID: 721; Arrival time: 12; Service time: 5 }

Waiting clients: { ID: 759; Arrival time: 12; Service time: 8 }

Waiting clients: { ID: 821; Arrival time: 12; Service time: 3 }

Waiting clients: { ID: 163; Arrival time: 13; Service time: 6 }

Waiting clients: { ID: 236; Arrival time: 13; Service time: 6 }

Waiting clients: { ID: 289; Arrival time: 13; Service time: 7 }

Waiting clients: { ID: 344; Arrival time: 13; Service time: 6 }

Waiting clients: { ID: 588; Arrival time: 13; Service time: 8 }

Waiting clients: { ID: 613; Arrival time: 13; Service time: 8 }

Waiting clients: { ID: 660; Arrival time: 13; Service time: 4 }

Waiting clients: { ID: 704; Arrival time: 13; Service time: 5 }

Waiting clients: { ID: 842; Arrival time: 13; Service time: 8 }

Waiting clients: { ID: 322; Arrival time: 14; Service time: 3 }

Waiting clients: { ID: 485; Arrival time: 14; Service time: 5 }

Waiting clients: { ID: 543; Arrival time: 14; Service time: 6 }

Waiting clients: { ID: 581; Arrival time: 14; Service time: 8 }

Waiting clients: { ID: 607; Arrival time: 14; Service time: 7 }

Waiting clients: { ID: 620; Arrival time: 14; Service time: 7 }

Waiting clients: { ID: 635; Arrival time: 14; Service time: 7 }

Waiting clients: { ID: 728; Arrival time: 14; Service time: 4 }

Waiting clients: { ID: 762; Arrival time: 14; Service time: 5 }

Waiting clients: { ID: 829; Arrival time: 14; Service time: 3 }

Waiting clients: { ID: 22; Arrival time: 15; Service time: 4 }

Waiting clients: { ID: 58; Arrival time: 15; Service time: 6 }

Waiting clients: { ID: 108; Arrival time: 15; Service time: 6 }

Waiting clients: { ID: 143; Arrival time: 15; Service time: 3 }

Waiting clients: { ID: 233; Arrival time: 15; Service time: 8 }

Waiting clients: { ID: 268; Arrival time: 15; Service time: 4 }

Waiting clients: { ID: 502; Arrival time: 15; Service time: 8 }

Waiting clients: { ID: 773; Arrival time: 15; Service time: 8 }

Waiting clients: { ID: 846; Arrival time: 15; Service time: 5 }

Waiting clients: { ID: 928; Arrival time: 15; Service time: 8 }

Waiting clients: { ID: 973; Arrival time: 15; Service time: 7 }

Waiting clients: { ID: 987; Arrival time: 15; Service time: 4 }

Waiting clients: { ID: 63; Arrival time: 16; Service time: 7 }

Waiting clients: { ID: 77; Arrival time: 16; Service time: 6 }

Waiting clients: { ID: 170; Arrival time: 16; Service time: 8 }

Waiting clients: { ID: 266; Arrival time: 16; Service time: 4 }

Waiting clients: { ID: 291; Arrival time: 16; Service time: 6 }

Waiting clients: { ID: 293; Arrival time: 16; Service time: 7 }

Waiting clients: { ID: 333; Arrival time: 16; Service time: 5 }

Waiting clients: { ID: 342; Arrival time: 16; Service time: 5 }

Waiting clients: { ID: 412; Arrival time: 16; Service time: 4 }

Waiting clients: { ID: 638; Arrival time: 16; Service time: 6 }

Waiting clients: { ID: 684; Arrival time: 16; Service time: 7 }

Waiting clients: { ID: 766; Arrival time: 16; Service time: 3 }

Waiting clients: { ID: 798; Arrival time: 16; Service time: 7 }

Waiting clients: { ID: 889; Arrival time: 16; Service time: 3 }

Waiting clients: { ID: 999; Arrival time: 16; Service time: 5 }

Waiting clients: { ID: 137; Arrival time: 17; Service time: 8 }

Waiting clients: { ID: 206; Arrival time: 17; Service time: 5 }

Waiting clients: { ID: 213; Arrival time: 17; Service time: 6 }

Waiting clients: { ID: 275; Arrival time: 17; Service time: 4 }

Waiting clients: { ID: 388; Arrival time: 17; Service time: 3 }

Waiting clients: { ID: 453; Arrival time: 17; Service time: 4 }

Waiting clients: { ID: 705; Arrival time: 17; Service time: 7 }

Waiting clients: { ID: 824; Arrival time: 17; Service time: 4 }

Waiting clients: { ID: 980; Arrival time: 17; Service time: 3 }

Waiting clients: { ID: 8; Arrival time: 18; Service time: 4 }

Waiting clients: { ID: 48; Arrival time: 18; Service time: 3 }

Waiting clients: { ID: 68; Arrival time: 18; Service time: 5 }

Waiting clients: { ID: 126; Arrival time: 18; Service time: 4 }

Waiting clients: { ID: 166; Arrival time: 18; Service time: 7 }

Waiting clients: { ID: 570; Arrival time: 18; Service time: 6 }

Waiting clients: { ID: 949; Arrival time: 18; Service time: 4 }

Waiting clients: { ID: 85; Arrival time: 19; Service time: 7 }

Waiting clients: { ID: 317; Arrival time: 19; Service time: 6 }

Waiting clients: { ID: 533; Arrival time: 19; Service time: 5 }

Waiting clients: { ID: 666; Arrival time: 19; Service time: 3 }

Waiting clients: { ID: 694; Arrival time: 19; Service time: 7 }

Waiting clients: { ID: 783; Arrival time: 19; Service time: 4 }

Waiting clients: { ID: 161; Arrival time: 20; Service time: 5 }

Waiting clients: { ID: 251; Arrival time: 20; Service time: 4 }

Waiting clients: { ID: 424; Arrival time: 20; Service time: 6 }

Waiting clients: { ID: 478; Arrival time: 20; Service time: 5 }

Waiting clients: { ID: 529; Arrival time: 20; Service time: 8 }

Waiting clients: { ID: 532; Arrival time: 20; Service time: 5 }

Waiting clients: { ID: 710; Arrival time: 20; Service time: 5 }

Waiting clients: { ID: 712; Arrival time: 20; Service time: 3 }

Waiting clients: { ID: 814; Arrival time: 20; Service time: 4 }

Waiting clients: { ID: 816; Arrival time: 20; Service time: 7 }

Waiting clients: { ID: 872; Arrival time: 20; Service time: 7 }

Waiting clients: { ID: 906; Arrival time: 20; Service time: 8 }

Waiting clients: { ID: 15; Arrival time: 21; Service time: 3 }

Waiting clients: { ID: 356; Arrival time: 21; Service time: 7 }

Waiting clients: { ID: 545; Arrival time: 21; Service time: 6 }

Waiting clients: { ID: 715; Arrival time: 21; Service time: 8 }

Waiting clients: { ID: 807; Arrival time: 21; Service time: 5 }

Waiting clients: { ID: 848; Arrival time: 21; Service time: 7 }

Waiting clients: { ID: 100; Arrival time: 22; Service time: 4 }

Waiting clients: { ID: 104; Arrival time: 22; Service time: 6 }

Waiting clients: { ID: 131; Arrival time: 22; Service time: 3 }

Waiting clients: { ID: 227; Arrival time: 22; Service time: 6 }

Waiting clients: { ID: 259; Arrival time: 22; Service time: 8 }

Waiting clients: { ID: 301; Arrival time: 22; Service time: 5 }

Waiting clients: { ID: 312; Arrival time: 22; Service time: 3 }

Waiting clients: { ID: 580; Arrival time: 22; Service time: 8 }

Waiting clients: { ID: 675; Arrival time: 22; Service time: 6 }

Waiting clients: { ID: 950; Arrival time: 22; Service time: 3 }

Waiting clients: { ID: 196; Arrival time: 23; Service time: 8 }

Waiting clients: { ID: 255; Arrival time: 23; Service time: 8 }

Waiting clients: { ID: 340; Arrival time: 23; Service time: 7 }

Waiting clients: { ID: 370; Arrival time: 23; Service time: 6 }

Waiting clients: { ID: 446; Arrival time: 23; Service time: 4 }

Waiting clients: { ID: 465; Arrival time: 23; Service time: 4 }

Waiting clients: { ID: 609; Arrival time: 23; Service time: 7 }

Waiting clients: { ID: 836; Arrival time: 23; Service time: 6 }

Waiting clients: { ID: 17; Arrival time: 24; Service time: 4 }

Waiting clients: { ID: 380; Arrival time: 24; Service time: 7 }

Waiting clients: { ID: 382; Arrival time: 24; Service time: 5 }

Waiting clients: { ID: 398; Arrival time: 24; Service time: 8 }

Waiting clients: { ID: 520; Arrival time: 24; Service time: 5 }

Waiting clients: { ID: 698; Arrival time: 24; Service time: 6 }

Waiting clients: { ID: 818; Arrival time: 24; Service time: 5 }

Waiting clients: { ID: 875; Arrival time: 24; Service time: 3 }

Waiting clients: { ID: 878; Arrival time: 24; Service time: 8 }

Waiting clients: { ID: 34; Arrival time: 25; Service time: 7 }

Waiting clients: { ID: 50; Arrival time: 25; Service time: 4 }

Waiting clients: { ID: 79; Arrival time: 25; Service time: 6 }

Waiting clients: { ID: 197; Arrival time: 25; Service time: 3 }

Waiting clients: { ID: 243; Arrival time: 25; Service time: 8 }

Waiting clients: { ID: 304; Arrival time: 25; Service time: 5 }

Waiting clients: { ID: 418; Arrival time: 25; Service time: 4 }

Waiting clients: { ID: 692; Arrival time: 25; Service time: 8 }

Waiting clients: { ID: 815; Arrival time: 25; Service time: 6 }

Waiting clients: { ID: 916; Arrival time: 25; Service time: 7 }

Waiting clients: { ID: 86; Arrival time: 26; Service time: 8 }

Waiting clients: { ID: 433; Arrival time: 26; Service time: 6 }

Waiting clients: { ID: 448; Arrival time: 26; Service time: 6 }

Waiting clients: { ID: 527; Arrival time: 26; Service time: 8 }

Waiting clients: { ID: 676; Arrival time: 26; Service time: 8 }

Waiting clients: { ID: 730; Arrival time: 26; Service time: 8 }

Waiting clients: { ID: 805; Arrival time: 26; Service time: 7 }

Waiting clients: { ID: 869; Arrival time: 26; Service time: 7 }

Waiting clients: { ID: 882; Arrival time: 26; Service time: 5 }

Waiting clients: { ID: 87; Arrival time: 27; Service time: 8 }

Waiting clients: { ID: 132; Arrival time: 27; Service time: 3 }

Waiting clients: { ID: 146; Arrival time: 27; Service time: 4 }

Waiting clients: { ID: 247; Arrival time: 27; Service time: 5 }

Waiting clients: { ID: 314; Arrival time: 27; Service time: 6 }

Waiting clients: { ID: 327; Arrival time: 27; Service time: 4 }

Waiting clients: { ID: 332; Arrival time: 27; Service time: 6 }

Waiting clients: { ID: 450; Arrival time: 27; Service time: 6 }

Waiting clients: { ID: 516; Arrival time: 27; Service time: 3 }

Waiting clients: { ID: 534; Arrival time: 27; Service time: 4 }

Waiting clients: { ID: 578; Arrival time: 27; Service time: 5 }

Waiting clients: { ID: 681; Arrival time: 27; Service time: 7 }

Waiting clients: { ID: 695; Arrival time: 27; Service time: 4 }

Waiting clients: { ID: 813; Arrival time: 27; Service time: 3 }

Waiting clients: { ID: 879; Arrival time: 27; Service time: 5 }

Waiting clients: { ID: 962; Arrival time: 27; Service time: 8 }

Waiting clients: { ID: 983; Arrival time: 27; Service time: 4 }

Waiting clients: { ID: 64; Arrival time: 28; Service time: 8 }

Waiting clients: { ID: 120; Arrival time: 28; Service time: 4 }

Waiting clients: { ID: 303; Arrival time: 28; Service time: 3 }

Waiting clients: { ID: 318; Arrival time: 28; Service time: 8 }

Waiting clients: { ID: 339; Arrival time: 28; Service time: 4 }

Waiting clients: { ID: 419; Arrival time: 28; Service time: 7 }

Waiting clients: { ID: 477; Arrival time: 28; Service time: 7 }

Waiting clients: { ID: 483; Arrival time: 28; Service time: 5 }

Waiting clients: { ID: 487; Arrival time: 28; Service time: 3 }

Waiting clients: { ID: 558; Arrival time: 28; Service time: 4 }

Waiting clients: { ID: 612; Arrival time: 28; Service time: 6 }

Waiting clients: { ID: 657; Arrival time: 28; Service time: 6 }

Waiting clients: { ID: 799; Arrival time: 28; Service time: 7 }

Waiting clients: { ID: 801; Arrival time: 28; Service time: 4 }

Waiting clients: { ID: 823; Arrival time: 28; Service time: 7 }

Waiting clients: { ID: 920; Arrival time: 28; Service time: 7 }

Waiting clients: { ID: 927; Arrival time: 28; Service time: 6 }

Waiting clients: { ID: 142; Arrival time: 29; Service time: 8 }

Waiting clients: { ID: 182; Arrival time: 29; Service time: 3 }

Waiting clients: { ID: 191; Arrival time: 29; Service time: 4 }

Waiting clients: { ID: 208; Arrival time: 29; Service time: 7 }

Waiting clients: { ID: 214; Arrival time: 29; Service time: 8 }

Waiting clients: { ID: 229; Arrival time: 29; Service time: 5 }

Waiting clients: { ID: 242; Arrival time: 29; Service time: 4 }

Waiting clients: { ID: 326; Arrival time: 29; Service time: 6 }

Waiting clients: { ID: 406; Arrival time: 29; Service time: 3 }

Waiting clients: { ID: 462; Arrival time: 29; Service time: 7 }

Waiting clients: { ID: 819; Arrival time: 29; Service time: 3 }

Waiting clients: { ID: 851; Arrival time: 29; Service time: 5 }

Waiting clients: { ID: 974; Arrival time: 29; Service time: 6 }

Waiting clients: { ID: 21; Arrival time: 30; Service time: 7 }

Waiting clients: { ID: 254; Arrival time: 30; Service time: 5 }

Waiting clients: { ID: 461; Arrival time: 30; Service time: 3 }

Waiting clients: { ID: 507; Arrival time: 30; Service time: 4 }

Waiting clients: { ID: 510; Arrival time: 30; Service time: 6 }

Waiting clients: { ID: 782; Arrival time: 30; Service time: 3 }

Waiting clients: { ID: 830; Arrival time: 30; Service time: 8 }

Waiting clients: { ID: 940; Arrival time: 30; Service time: 3 }

Waiting clients: { ID: 972; Arrival time: 30; Service time: 6 }

Waiting clients: { ID: 16; Arrival time: 31; Service time: 3 }

Waiting clients: { ID: 83; Arrival time: 31; Service time: 6 }

Waiting clients: { ID: 190; Arrival time: 31; Service time: 3 }

Waiting clients: { ID: 198; Arrival time: 31; Service time: 6 }

Waiting clients: { ID: 203; Arrival time: 31; Service time: 7 }

Waiting clients: { ID: 252; Arrival time: 31; Service time: 7 }

Waiting clients: { ID: 384; Arrival time: 31; Service time: 7 }

Waiting clients: { ID: 399; Arrival time: 31; Service time: 7 }

Waiting clients: { ID: 421; Arrival time: 31; Service time: 7 }

Waiting clients: { ID: 544; Arrival time: 31; Service time: 6 }

Waiting clients: { ID: 596; Arrival time: 31; Service time: 7 }

Waiting clients: { ID: 600; Arrival time: 31; Service time: 4 }

Waiting clients: { ID: 614; Arrival time: 31; Service time: 7 }

Waiting clients: { ID: 644; Arrival time: 31; Service time: 4 }

Waiting clients: { ID: 724; Arrival time: 31; Service time: 4 }

Waiting clients: { ID: 741; Arrival time: 31; Service time: 8 }

Waiting clients: { ID: 745; Arrival time: 31; Service time: 8 }

Waiting clients: { ID: 781; Arrival time: 31; Service time: 3 }

Waiting clients: { ID: 785; Arrival time: 31; Service time: 3 }

Waiting clients: { ID: 952; Arrival time: 31; Service time: 6 }

Waiting clients: { ID: 975; Arrival time: 31; Service time: 6 }

Waiting clients: { ID: 62; Arrival time: 32; Service time: 3 }

Waiting clients: { ID: 165; Arrival time: 32; Service time: 7 }

Waiting clients: { ID: 405; Arrival time: 32; Service time: 8 }

Waiting clients: { ID: 506; Arrival time: 32; Service time: 7 }

Waiting clients: { ID: 606; Arrival time: 32; Service time: 4 }

Waiting clients: { ID: 623; Arrival time: 32; Service time: 5 }

Waiting clients: { ID: 626; Arrival time: 32; Service time: 6 }

Waiting clients: { ID: 658; Arrival time: 32; Service time: 3 }

Waiting clients: { ID: 780; Arrival time: 32; Service time: 3 }

Waiting clients: { ID: 859; Arrival time: 32; Service time: 5 }

Waiting clients: { ID: 931; Arrival time: 32; Service time: 8 }

Waiting clients: { ID: 1; Arrival time: 33; Service time: 3 }

Waiting clients: { ID: 81; Arrival time: 33; Service time: 5 }

Waiting clients: { ID: 235; Arrival time: 33; Service time: 8 }

Waiting clients: { ID: 348; Arrival time: 33; Service time: 3 }

Waiting clients: { ID: 790; Arrival time: 33; Service time: 8 }

Waiting clients: { ID: 809; Arrival time: 33; Service time: 5 }

Waiting clients: { ID: 865; Arrival time: 33; Service time: 6 }

Waiting clients: { ID: 898; Arrival time: 33; Service time: 4 }

Waiting clients: { ID: 909; Arrival time: 33; Service time: 3 }

Waiting clients: { ID: 941; Arrival time: 33; Service time: 5 }

Waiting clients: { ID: 88; Arrival time: 34; Service time: 4 }

Waiting clients: { ID: 310; Arrival time: 34; Service time: 6 }

Waiting clients: { ID: 365; Arrival time: 34; Service time: 3 }

Waiting clients: { ID: 436; Arrival time: 34; Service time: 6 }

Waiting clients: { ID: 655; Arrival time: 34; Service time: 4 }

Waiting clients: { ID: 789; Arrival time: 34; Service time: 8 }

Waiting clients: { ID: 868; Arrival time: 34; Service time: 3 }

Waiting clients: { ID: 51; Arrival time: 35; Service time: 6 }

Waiting clients: { ID: 70; Arrival time: 35; Service time: 7 }

Waiting clients: { ID: 115; Arrival time: 35; Service time: 3 }

Waiting clients: { ID: 497; Arrival time: 35; Service time: 3 }

Waiting clients: { ID: 504; Arrival time: 35; Service time: 8 }

Waiting clients: { ID: 526; Arrival time: 35; Service time: 6 }

Waiting clients: { ID: 634; Arrival time: 35; Service time: 4 }

Waiting clients: { ID: 67; Arrival time: 36; Service time: 8 }

Waiting clients: { ID: 183; Arrival time: 36; Service time: 6 }

Waiting clients: { ID: 325; Arrival time: 36; Service time: 4 }

Waiting clients: { ID: 491; Arrival time: 36; Service time: 5 }

Waiting clients: { ID: 597; Arrival time: 36; Service time: 8 }

Waiting clients: { ID: 629; Arrival time: 36; Service time: 6 }

Waiting clients: { ID: 884; Arrival time: 36; Service time: 8 }

Waiting clients: { ID: 960; Arrival time: 36; Service time: 8 }

Waiting clients: { ID: 35; Arrival time: 37; Service time: 7 }

Waiting clients: { ID: 80; Arrival time: 37; Service time: 8 }

Waiting clients: { ID: 193; Arrival time: 37; Service time: 8 }

Waiting clients: { ID: 294; Arrival time: 37; Service time: 6 }

Waiting clients: { ID: 563; Arrival time: 37; Service time: 5 }

Waiting clients: { ID: 568; Arrival time: 37; Service time: 6 }

Waiting clients: { ID: 603; Arrival time: 37; Service time: 7 }

Waiting clients: { ID: 661; Arrival time: 37; Service time: 7 }

Waiting clients: { ID: 723; Arrival time: 37; Service time: 7 }

Waiting clients: { ID: 732; Arrival time: 37; Service time: 5 }

Waiting clients: { ID: 812; Arrival time: 37; Service time: 4 }

Waiting clients: { ID: 31; Arrival time: 38; Service time: 4 }

Waiting clients: { ID: 152; Arrival time: 38; Service time: 3 }

Waiting clients: { ID: 177; Arrival time: 38; Service time: 6 }

Waiting clients: { ID: 435; Arrival time: 38; Service time: 6 }

Waiting clients: { ID: 475; Arrival time: 38; Service time: 6 }

Waiting clients: { ID: 585; Arrival time: 38; Service time: 4 }

Waiting clients: { ID: 594; Arrival time: 38; Service time: 3 }

Waiting clients: { ID: 853; Arrival time: 38; Service time: 5 }

Waiting clients: { ID: 858; Arrival time: 38; Service time: 4 }

Waiting clients: { ID: 886; Arrival time: 38; Service time: 3 }

Waiting clients: { ID: 937; Arrival time: 38; Service time: 3 }

Waiting clients: { ID: 49; Arrival time: 39; Service time: 4 }

Waiting clients: { ID: 105; Arrival time: 39; Service time: 5 }

Waiting clients: { ID: 276; Arrival time: 39; Service time: 8 }

Waiting clients: { ID: 280; Arrival time: 39; Service time: 6 }

Waiting clients: { ID: 305; Arrival time: 39; Service time: 8 }

Waiting clients: { ID: 341; Arrival time: 39; Service time: 6 }

Waiting clients: { ID: 396; Arrival time: 39; Service time: 4 }

Waiting clients: { ID: 559; Arrival time: 39; Service time: 6 }

Waiting clients: { ID: 565; Arrival time: 39; Service time: 3 }

Waiting clients: { ID: 589; Arrival time: 39; Service time: 8 }

Waiting clients: { ID: 679; Arrival time: 39; Service time: 8 }

Waiting clients: { ID: 703; Arrival time: 39; Service time: 8 }

Waiting clients: { ID: 733; Arrival time: 39; Service time: 3 }

Waiting clients: { ID: 891; Arrival time: 39; Service time: 5 }

Waiting clients: { ID: 25; Arrival time: 40; Service time: 6 }

Waiting clients: { ID: 134; Arrival time: 40; Service time: 7 }

Waiting clients: { ID: 153; Arrival time: 40; Service time: 6 }

Waiting clients: { ID: 256; Arrival time: 40; Service time: 3 }

Waiting clients: { ID: 379; Arrival time: 40; Service time: 7 }

Waiting clients: { ID: 495; Arrival time: 40; Service time: 7 }

Waiting clients: { ID: 718; Arrival time: 40; Service time: 4 }

Waiting clients: { ID: 748; Arrival time: 40; Service time: 7 }

Waiting clients: { ID: 20; Arrival time: 41; Service time: 3 }

Waiting clients: { ID: 269; Arrival time: 41; Service time: 5 }

Waiting clients: { ID: 298; Arrival time: 41; Service time: 4 }

Waiting clients: { ID: 407; Arrival time: 41; Service time: 4 }

Waiting clients: { ID: 476; Arrival time: 41; Service time: 6 }

Waiting clients: { ID: 509; Arrival time: 41; Service time: 7 }

Waiting clients: { ID: 512; Arrival time: 41; Service time: 8 }

Waiting clients: { ID: 539; Arrival time: 41; Service time: 8 }

Waiting clients: { ID: 587; Arrival time: 41; Service time: 3 }

Waiting clients: { ID: 654; Arrival time: 41; Service time: 5 }

Waiting clients: { ID: 709; Arrival time: 41; Service time: 5 }

Waiting clients: { ID: 779; Arrival time: 41; Service time: 3 }

Waiting clients: { ID: 894; Arrival time: 41; Service time: 3 }

Waiting clients: { ID: 65; Arrival time: 42; Service time: 5 }

Waiting clients: { ID: 352; Arrival time: 42; Service time: 8 }

Waiting clients: { ID: 640; Arrival time: 42; Service time: 6 }

Waiting clients: { ID: 643; Arrival time: 42; Service time: 3 }

Waiting clients: { ID: 673; Arrival time: 42; Service time: 4 }

Waiting clients: { ID: 682; Arrival time: 42; Service time: 5 }

Waiting clients: { ID: 719; Arrival time: 42; Service time: 4 }

Waiting clients: { ID: 43; Arrival time: 43; Service time: 6 }

Waiting clients: { ID: 180; Arrival time: 43; Service time: 6 }

Waiting clients: { ID: 334; Arrival time: 43; Service time: 8 }

Waiting clients: { ID: 338; Arrival time: 43; Service time: 4 }

Waiting clients: { ID: 469; Arrival time: 43; Service time: 7 }

Waiting clients: { ID: 493; Arrival time: 43; Service time: 6 }

Waiting clients: { ID: 503; Arrival time: 43; Service time: 4 }

Waiting clients: { ID: 549; Arrival time: 43; Service time: 3 }

Waiting clients: { ID: 664; Arrival time: 43; Service time: 7 }

Waiting clients: { ID: 857; Arrival time: 43; Service time: 4 }

Waiting clients: { ID: 901; Arrival time: 43; Service time: 4 }

Waiting clients: { ID: 18; Arrival time: 44; Service time: 8 }

Waiting clients: { ID: 59; Arrival time: 44; Service time: 5 }

Waiting clients: { ID: 91; Arrival time: 44; Service time: 5 }

Waiting clients: { ID: 156; Arrival time: 44; Service time: 3 }

Waiting clients: { ID: 231; Arrival time: 44; Service time: 8 }

Waiting clients: { ID: 337; Arrival time: 44; Service time: 8 }

Waiting clients: { ID: 444; Arrival time: 44; Service time: 7 }

Waiting clients: { ID: 473; Arrival time: 44; Service time: 4 }

